Dışa Aktarım Tarihi:,21.08.2026 08:51:06
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,Fonun Risk Değeri,1 Ay (%),3 Ay (%),6 Ay (%),Yılbaşından İtibaren (%),1 Yıl (%),3 Yıl (%),5 Yıl (%)
ICA,TEB PORTFÖY ICBC TURKEY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"12,808","4,4469","-7,4125","9,828","50,077","279,4009","1127,0315"
ICC,TEB PORTFÖY BEŞİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"1,7028","4,5428","9,6272","22,0901","30,5631","190,8094","837,5809"
ICD,TEB PORTFÖY DÖRDÜNCÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,"3,6598","8,6153","15,3524","20,5191","38,4607","215,4285","513,3264"
ICE,TEB PORTFÖY ICBC TURKEY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,35","10,0775","20,2993","26,7412","46,2306","247,5952","409,1888"
ICF,TEB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,2263","2,0763","5,4495","25,5475","22,5812","128,7821","1441,0675"
ICH,PARDUS PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"9,114","20,1293","38,0366","60,3675","78,2123","",""
ICS,TEB PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,1083","3,852","4,9792","11,0403","13,2415","70,6943","424,8887"
ICV,TEB PORTFÖY ONDOKUZUNCU SERBEST FON,Serbest Şemsiye Fonu,2,"2,8225","6,2235","10,7779","18,2367","31,7741","208,7829","447,2329"
ICZ,AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7,"10,1473","15,0546","41,4362","62,7585","65,4882","283,3809","931,3472"
IDD,LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,Serbest Şemsiye Fonu,4,"-1,1501","3,5252","2,6144","12,9297","25,9787","111,9262","355,4549"
IDF,İŞ PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,1283","6,6192","10,9431","14,5262","24,1663","123,3871","661,2627"
IDH,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"1,0892","2,3368","9,9564","21,526","27,8298","154,1484","1228,5148"
IDI,AZİMUT PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"5,9889","8,9963","24,691","45,1256","48,7886","",""
IDL,AKTİF PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,4503","10,3945","20,8161","27,3176","46,6215","254,7352","435,1924"
IDO,İŞ PORTFÖY ONDOKUZUNCU SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"","4,1838","6,7522","10,2124","12,9626","20,4353","",""
IDY,TEB PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"3,2331","8,5135","16,0367","29,6144","51,963","239,1025","604,7735"
IED,İŞ PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"3,2469","4,3874","","","","",""
IEN,İSTANBUL PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"-4,5777","-4,0646","-0,2446","20,1869","","",""
IEV,İŞ PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"6,9152","13,3594","16,5135","28,5088","35,1713","148,4157",""
IFN,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-3,0941","-2,2413","-2,2499","17,528","12,455","109,1055",""
IFV,TEB PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,2,"3,5347","10,2175","19,8027","26,6769","46,6133","234,1057",""
IGZ,İŞ PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,"","3,0602","8,2248","14,0341","18,6348","33,7935","129,7853",""
IH1,İNCİR PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"2,6259","","","","","",""
IHA,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-2,4486","-1,6527","-3,9335","20,0704","22,0716","127,1471",""
IHC,INVEO PORTFÖY INTER SERBEST FON,Serbest Şemsiye Fonu,6,"5,986","29,3715","28,3704","45,0769","56,7961","214,3493",""
IHK,İŞ PORTFÖY İŞ'TE KADIN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,1409","-1,2768","-4,9386","14,4654","14,0749","143,5381","1566,9843"
IHP,İSTANBUL PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"8,487","8,281","7,1213","31,6397","25,3098","",""
IHT,İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,0822","2,4796","4,8564","20,9207","15,1203","70,6309",""
IHV,INVEO PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"-1,2939","-5,029","-3,4816","6,8671","-2,094","",""
IHZ,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"2,6367","-13,4671","-26,3499","-21,9322","-18,5937","",""
IIE,BULLS PORTFÖY İKİNCİ SERBEST FON,Serbest Şemsiye Fonu,7,"-15,0084","-12,4746","-9,774","-7,8006","-32,5231","206,3029",""
IIH,İSTANBUL PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"1,3958","2,0942","0,4779","21,2527","23,2368","163,8316","1832,6787"
IIN,INVEO PORTFÖY PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"4,0051","11,2941","22,3535","29,2507","","",""
IJA,INVEO PORTFÖY ATAK DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"-0,0684","3,5146","6,8835","24,6789","41,1763","209,1139",""
IJB,İŞ PORTFÖY DİJİTAL OYUN SEKTÖRÜ KARMA FON,Karma Şemsiye Fonu,6,"8,6378","12,8618","17,2828","12,7231","13,9168","175,8259","598,5386"
IJC,İŞ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"1,486","-0,6895","46,795","65,1122","92,8417","274,6258","1457,4375"
IJH,TEB PORTFÖY ICBC TURKEY FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
IJI,İSTANBUL PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON ),Serbest Şemsiye Fonu,7,"5,1344","7,8287","37,9864","57,6275","103,6518","287,9953",""
IJP,İŞ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ KARMA FON,Karma Şemsiye Fonu,6,"4,2672","9,5604","27,7043","32,5247","51,1911","265,7071","832,1567"
IJT,İŞ PORTFÖY TARIM SERBEST FON,Serbest Şemsiye Fonu,6,"1,7112","6,9066","19,3694","29,1057","30,7205","90,1855","680,1498"
IJV,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,4671","10,3567","20,9643","27,4903","47,8028","262,6021","439,0129"
IJZ,İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"3,7736","17,7096","52,6457","54,0616","58,5118","285,508","1273,3412"
IKL,İŞ PORTFÖY SAĞLIK ŞİRKETLERİ KARMA FON,Karma Şemsiye Fonu,6,"6,7264","14,849","13,79","19,7411","39,7479","147,96","698,9599"
IKP,İŞ PORTFÖY YENİLENEBİLİR ENERJİ KARMA FON,Karma Şemsiye Fonu,6,"0,9065","2,5613","17,6182","34,0859","56,1041","211,816","734,9401"
IKV,İŞ PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,1,"3,2872","9,847","18,9249","25,4093","44,516","",""
ILU,İSTANBUL PORTFÖY ONALTINCI SERBEST FON,Serbest Şemsiye Fonu,6,"-2,2991","11,1965","-5,1994","10,8165","61,2447","",""
ILZ,İŞ PORTFÖY TEMKİNLİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,2,"2,9551","8,9451","10,5245","13,6865","38,341","218,5438","664,9172"
IMB,İSTANBUL PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5,"-1,7005","-1,3036","-1,2197","12,2781","14,6679","",""
IMF,İSTANBUL PORTFÖY MAESTRO SERBEST FON,Serbest Şemsiye Fonu,5,"3,3906","7,2517","12,4104","10,2602","27,6727","100,9233","326,5222"
IML,İŞ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,1374","5,5768","-0,1398","22,4027","30,2783","",""
IOG,İŞ PORTFÖY GÜMÜŞ SERBEST FON,Serbest Şemsiye Fonu,7,"17,692","-6,1247","-10,6952","-1,012","94,6532","390,0655","1289,8055"
IOO,İŞ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"3,4224","10,145","20,35","26,7866","46,4841","255,8243",""
IPB,İSTANBUL PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"4,1361","8,5931","20,1138","35,5967","37,2092","205,973","1788,0202"
IPG,İŞ PORTFÖY ATAK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"2,2762","7,6368","6,3719","13,8344","31,9122","160,5932","487,7682"
IPJ,İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON,Karma Şemsiye Fonu,6,"3,6488","0,466","18,689","29,3786","54,4859","162,9163","626,4179"
IPV,İŞ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,Borçlanma Araçları Şemsiye Fonu,"","2,2761","6,5184","9,8481","13,892","24,1886","122,6255","645,5356"
IRB,İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"3,3644","10,2635","24,8096","30,1675","","",""
IRF,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,3,"0,00","0,00","0,00","0,00","0,00","0,00",""
IRO,İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON,Serbest Şemsiye Fonu,6,"-0,3257","11,3734","24,5338","24,3948","38,3679","",""
IRT,INVEO PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"5,8314","8,70","35,332","45,8476","77,6943","303,1899",""
IRV,İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Şemsiye Fonu,3,"3,9702","12,4371","17,2419","23,8534","39,7245","205,6141",""
IRY,INVEO PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,5248","10,7125","21,533","28,3576","49,0407","265,4858",""
IST,İSTANBUL PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,1,"3,4725","10,4923","21,2064","27,9885","48,4896","256,016","444,9401"
ITC,INVEO PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-1,1501","-3,365","-4,3601","","","",""
ITP,İŞ PORTFÖY TEKNOLOJİ KARMA FON,Karma Şemsiye Fonu,6,"3,4815","9,1853","29,9044","32,79","51,5389","275,4524","1005,8377"
IUF,İŞ PORTFÖY YEDİNCİ SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"","4,4775","9,4691","9,7817","14,0624","24,303","132,4811",""
IUH,INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"4,8774","9,8186","35,0594","42,3394","61,2355","237,6044",""
IUV,İŞ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ)  FON,Serbest Şemsiye Fonu,"","2,3766","7,4211","9,9134","14,414","25,061","134,7429",""
IV8,INVEO PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,2,"2,943","8,7835","17,0364","23,2641","40,8373","",""
IVF,İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"4,3789","4,621","20,6083","46,5309","47,4521","140,2911",""
IVY,İSTANBUL PORTFÖY BLOCKCHAIN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"2,0196","3,4509","33,6588","28,6988","42,1041","345,2734",""
IYB,AURA PORTFÖY DEĞİŞKEN FONU,Değişken Şemsiye Fonu,4,"-0,5035","1,98","11,936","24,5288","41,7589","201,422","618,3387"
IYV,İSTANBUL PORTFÖY AŞİYAN SERBEST FON,Serbest Şemsiye Fonu,6,"-0,8042","0,2087","-5,4163","7,7566","","",""
IZB,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ SERBEST FON,Serbest Şemsiye Fonu,5,"3,7915","16,5881","30,5141","40,2193","48,2146","185,9455",""
IZS,İSTANBUL PORTFÖY ALTINCI SERBEST FON,Serbest Şemsiye Fonu,7,"6,587","23,626","13,9423","9,8716","6,8694","124,4862","588,7872"
JET,ATA PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"11,0281","14,3042","8,3607","25,8359","36,7119","",""
JUP,AURA PORTFÖY JÜPİTER SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6,"1,7556","5,8351","8,9516","10,8364","10,2356","",""
KAV,KUVEYT TÜRK PORTFÖY ALTINCI KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"","0,00","0,00","0,00","0,00","0,00","0,00",""
KCL,KARE PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
KCR,AK PORTFÖY KÜLÇE ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"12,1708","","","","","",""
KCV,KUVEYT TÜRK PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,2,"0,00","0,00","0,00","0,00","0,00","0,00",""
KDE,KUVEYT TÜRK PORTFÖY DENGELİ KATILIM FONU,Katılım Şemsiye Fonu,3,"0,00","0,00","0,00","0,00","0,00","",""
KDL,KUVEYT TÜRK PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","0,00","0,00","0,00","0,00","0,00","0,00",""
KDO,İŞ PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"","3,8511","6,7106","10,2585","13,0504","","",""
KDT,GARANTİ PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,1071","6,4379","11,2152","13,9252","23,3934","",""
KGM,KUVEYT TÜRK PORTFÖY GÜMÜŞ KATILIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
KH1,AK PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"3,8927","5,9528","15,8056","37,7109","","",""
KHA,PARDUS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"12,9059","36,6289","57,407","92,2578","124,1712","",""
KHB,KARE PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7,"0,00","0,00","0,00","0,00","0,00","",""
KHC,PARDUS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,1446","-1,0572","11,8981","32,3846","34,0509","",""
KHJ,ATLAS PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,2575","-2,241","6,9219","30,3823","24,582","",""
KHT,ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"5,9821","-2,3168","-6,349","21,6229","-22,9168","54,1273",""
KIA,TRIVE PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"2,0475","0,3584","-0,1443","14,5083","26,2025","144,9644",""
KIB,TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"4,3923","6,2381","13,0433","19,4362","30,0327","168,3368",""
KIE,TRIVE PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,8739","11,251","21,9383","26,158","45,8279","256,6064",""
KIH,KARE PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Şemsiye Fonu,2,"0,00","0,00","0,00","0,00","0,00","",""
KIK,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM FONU,Katılım Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
KIS,ASTRA PORTFÖY KİRA SERTİFİKASI KATILIM (DÖVİZ) FONU,Katılım Şemsiye Fonu,6,"1,8045","4,4027","8,7252","11,0661","20,2815","105,6903","558,117"
KKC,KARE PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,4,"0,00","0,00","0,00","0,00","0,00","",""
KKH,İŞ PORTFÖY DENGELİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,4,"2,3348","7,1774","9,2256","12,1937","37,5274","177,227","490,8879"
KKL,ALLBATROSS PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,7411","11,6932","24,1283","32,3953","54,7623","",""
KLH,ATLAS PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"-6,2065","-15,3046","14,0956","28,7707","28,6642","",""
KLI,AK PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Serbest Şemsiye Fonu,1,"3,3698","10,3771","20,9471","27,333","","",""
KLS,ALLBATROSS PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6,"0,8594","1,2385","0,1591","-0,7633","2,7132","",""
KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KME,KUVEYT TÜRK PORTFÖY TEMKİNLİ KATILIM FONU,Katılım Şemsiye Fonu,2,"0,00","0,00","0,00","0,00","0,00","",""
KMF,AZİMUT PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"11,8223","4,4341","-4,0718","14,4417","55,3752","",""
KMN,YAPI KREDİ PORTFÖY KIYMETLİ MADENLER KATILIM FONU,Kıymetli Madenler Şemsiye Fonu,6,"15,1129","-1,4922","-8,1098","","","",""
KNI,AZİMUT PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,188","9,8003","19,7776","25,8576","","",""
KNJ,KUVEYT TÜRK PORTFÖY ENERJİ KATILIM FONU,Katılım Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","",""
KOD,YAPI KREDİ PORTFÖY KÜÇÜK ÖLÇEKLİ ŞİRKETLER DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"3,6598","4,9089","","","","",""
KOT,AZİMUT PORTFÖY KOÇ TOPLULUĞU ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"6,1574","13,0473","5,9761","26,0323","23,9643","",""
KP3,KARE PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
KPA,KUVEYT TÜRK PORTFÖY KAR PAYI ÖDEYEN KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KPD,KUVEYT TÜRK PORTFÖY KAR PAYI ÖDEYEN KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","0,00","0,00","0,00","0,00","0,00","",""
KPF,NEO PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,5,"2,5536","11,0794","22,227","26,3015","52,7195","",""
KPH,İŞ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-1,0078","-4,7713","-4,0068","12,4916","16,5766","",""
KPI,İŞ PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"3,3009","10,1892","20,4653","26,6934","45,5762","",""
KPP,KARE PORTFÖY PARA PİYASASI FONU,Para Piyasası Şemsiye Fonu,1,"0,00","0,00","0,00","0,00","0,00","",""
KPU,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00",""
KRC,KARE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KRF,KARE PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KRR,İŞ PORTFÖY KARMA FON,Karma Şemsiye Fonu,5,"2,9947","4,9206","","","","",""
KRS,KARE PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KRT,KARE PORTFÖY TÜRKİYE ODAKLI SERBEST (DÖVİZ ) FON,Serbest Şemsiye Fonu,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KSA,HEDEF PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,6429","11,1178","22,4134","29,637","51,5252","283,5602",""
KSK,AZİMUT PORTFÖY İKİNCİ PARA PİYASASI KATILIM FONU,Katılım Şemsiye Fonu,2,"3,4108","10,3623","20,9521","27,4755","46,685","",""
KSR,KUVEYT TÜRK PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU,Katılım Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","0,00",""
KST,ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"2,6733","2,8084","15,8398","32,6028","27,2068","",""
KSV,KUVEYT TÜRK PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,Serbest Şemsiye Fonu,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KTI,AZİMUT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"5,3891","9,2922","22,2595","40,3828","43,9264","",""
KTJ,KUVEYT TÜRK PORTFÖY TEKNOLOJİ KATILIM FONU,Katılım Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
KTM,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM (TL) FONU,Katılım Şemsiye Fonu,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KTN,KUVEYT TÜRK PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,Katılım Şemsiye Fonu,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KTR,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM SERBEST (TL) FON,Serbest Şemsiye Fonu,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KTS,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KTT,KUVEYT TÜRK PORTFÖY DÖRDÜNCÜ KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KTV,KUVEYT TÜRK PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KU3,KUVEYT TÜRK PORTFÖY ÜÇÜNCÜ KATILIM FONU,Katılım Şemsiye Fonu,5,"0,00","0,00","","","","",""
KUA,KUVEYT TÜRK PORTFÖY AGRESİF KATILIM FONU,Katılım Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","",""
KUB,KARE PORTFÖY DEĞİŞKEN  (DÖVİZ) FONU,Değişken Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KUD,KUVEYT TÜRK PORTFÖY DİNAMİK KATILIM FONU,Katılım Şemsiye Fonu,3,"0,00","0,00","0,00","0,00","0,00","",""
KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,Katılım Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00",""
