Dışa Aktarım Tarihi:,21.08.2026 08:51:16
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,İlk Portföy Büyüklüğü,Son Portföy Büyüklüğü,Portföy Büyüklüğü Değişimi (%),Tedavüldeki İlk Pay Adedi,Tedavüldeki Son Pay Adedi,Pay Adedi Değişimi (%),Getiri Oranı (%)
IAT,İŞ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,Katılım Fonu,"1767442203,89","1862004959,97","5,35","9255794004,21","9474726545,21","2,37","2,92"
IAU,PARDUS PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"34408094,75","33145457,11","-3,67","13333888,00","12476581,00","-6,43","2,95"
IAY,INVEO PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"44439952,82","46931627,01","5,61","32656362,00","30612779,00","-6,26","12,66"
IBB,İŞ PORTFÖY ATAK DEĞİŞKEN FON,Değişken Fon,"1414857250,72","1397567187,26","-1,22","91336289,00","88800921,00","-2,78","1,60"
ICA,TEB PORTFÖY ICBC TURKEY ALTIN FONU,Altın Fonu,"575873959,58","619152073,91","7,52","1150617956,00","1096632544,00","-4,69","12,81"
ICC,TEB PORTFÖY BEŞİNCİ DEĞİŞKEN FON,Değişken Fon,"29576112,78","27890883,61","-5,7","22332390,00","20707310,00","-7,28","1,70"
ICD,TEB PORTFÖY DÖRDÜNCÜ DEĞİŞKEN FON,Değişken Fon,"43574631,50","34411328,37","-21,03","336338,00","256232,00","-23,82","3,66"
ICE,TEB PORTFÖY ICBC TURKEY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"1383903368,15","1563157878,86","12,95","11200573,00","12241275,00","9,29","3,35"
ICF,TEB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"18342775,47","20241194,40","10,35","94688,00","104252,00","10,1","0,23"
ICH,PARDUS PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"243818803,73","1059140244,08","334,4","107625706,00","428471278,00","298,11","9,11"
ICS,TEB PORTFÖY SERBEST (DÖVİZ) FON,Serbest Fon,"18876970,45","16894482,34","-10,5","388337,00","340377,00","-12,35","2,11"
ICV,TEB PORTFÖY ONDOKUZUNCU SERBEST FON,Serbest Fon,"6976593,21","6183265,24","-11,37","1206568,00","1040011,00","-13,8","2,82"
ICZ,AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1066660433,80","1131534399,19","6,08","119878637,00","115454134,00","-3,69","10,15"
IDD,LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,Serbest Fon,"32757761,63","32370198,06","-1,18","209068502,00","208998786,00","-0,03","-1,15"
IDF,İŞ PORTFÖY SERBEST (DÖVİZ) FON,Serbest Fon,"13773615717,28","12969496314,40","-5,84","182248305,00","168032234,00","-7,8","2,13"
IDH,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"973108512,37","938201603,76","-3,59","75090646,00","71616954,00","-4,63","1,09"
IDI,AZİMUT PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"19637067,41","22983372,21","17,04","12594547,00","13907835,00","10,43","5,99"
IDL,AKTİF PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"2967437017,56","3069467526,96","3,44","508417363,00","508358520,00","-0,01","3,45"
IDO,İŞ PORTFÖY ONDOKUZUNCU SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"73092277742,50","75604815097,03","3,44","1295389157,00","1286110038,00","-0,72","4,18"
IDY,TEB PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"789967306,95","751642025,43","-4,85","3439312397,13","3169955507,13","-7,83","3,23"
IED,İŞ PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Fon,"69181959,95","66061714,47","-4,51","68136959,00","63017693,00","-7,51","3,25"
IEN,İSTANBUL PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"22252759,91","19897886,77","-10,58","17477609,00","16377785,00","-6,29","-4,58"
IEV,İŞ PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"64503445,63","106370117,94","64,91","12708453,00","19601532,00","54,24","6,92"
IFN,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"4478219,16","3705757,23","-17,25","465620,00","397606,00","-14,61","-3,09"
IFV,TEB PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"15151431,51","14580261,82","-3,77","3368779,00","3131108,00","-7,06","3,53"
IGZ,İŞ PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"2244273505,93","2312953860,50","3,06","201138551,00","201138551,00",0,"3,06"
IH1,İNCİR PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"471782,92","175785975,47","37159,93","519700,00","188685080,00","36206,54","2,63"
IHA,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"6194639,39","5482009,45","-11,5","1927016,00","1748137,00","-9,28","-2,45"
IHC,INVEO PORTFÖY INTER SERBEST FON,Serbest Fon,"316918014,49","411971583,18","29,99","41809238,00","51279532,00","22,65","5,99"
IHK,İŞ PORTFÖY İŞ'TE KADIN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1758052386,27","1629318214,37","-7,32","105157162,00","97594465,00","-7,19","-0,14"
IHP,İSTANBUL PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"68211392,63","69748046,82","2,25","39308437,00","37049600,00","-5,75","8,49"
IHT,İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"84106076,94","80273171,93","-4,56","22113207,00","21122831,00","-4,48","-0,08"
IHV,INVEO PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"314056788,26","310134565,87","-1,25","169026520,00","169103609,00","0,05","-1,29"
IHZ,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"2433371,78","2629238,35","8,05","2874406,00","3025989,00","5,27","2,64"
IIE,BULLS PORTFÖY İKİNCİ SERBEST FON,Serbest Fon,"1163233040,87","725486312,23","-37,63","143466405,00","105277711,00","-26,62","-15,01"
IIH,İSTANBUL PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Yoğun,"1900377388,74","1817142703,56","-4,38","57729791,00","54441395,00","-5,7","1,40"
IIN,INVEO PORTFÖY PARA PİYASASI SERBEST (TL) FON,Serbest Fon,"1400235317,04","1465994234,05","4,7","1031589258,00","1038444989,00","0,66","4,01"
IJA,INVEO PORTFÖY ATAK DEĞİŞKEN FON,Değişken Fon,"210485125,75","186092248,37","-11,59","15005565,47","13275672,47","-11,53","-0,07"
IJB,İŞ PORTFÖY DİJİTAL OYUN SEKTÖRÜ KARMA FON,Karma Fon,"181717972,18","231906730,05","27,62","29684655,00","34871156,00","17,47","8,64"
IJC,İŞ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"5516538247,04","5132438870,65","-6,96","346926620,00","318045209,00","-8,32","1,49"
IJH,TEB PORTFÖY ICBC TURKEY FON SEPETİ FONU,Fon Sepeti Fonu,"48363753,97","0,00",-100,"6880868,00","0,00",-100,"-100,00"
IJI,İSTANBUL PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON ),Serbest Fon,"110835638,27","185931535,97","67,75","10986700,00","17530565,00","59,56","5,13"
IJP,İŞ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ KARMA FON,Karma Fon,"632964671,41","650794982,16","2,82","71960904,00","70959992,00","-1,39","4,27"
IJT,İŞ PORTFÖY TARIM SERBEST FON,Serbest Fon,"525252183,08","1107865554,79","110,92","73375839,00","152161084,00","107,37","1,71"
IJV,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"2826790164,79","2761033692,50","-2,33","519140878,00","490073396,00","-5,6","3,47"
IJZ,İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"916378928,48","934420984,50","1,97","65740672,00","64597383,00","-1,74","3,77"
IKL,İŞ PORTFÖY SAĞLIK ŞİRKETLERİ KARMA FON,Karma Fon,"238633831,22","275436735,18","15,42","25026803,00","27065949,00","8,15","6,73"
IKP,İŞ PORTFÖY YENİLENEBİLİR ENERJİ KARMA FON,Karma Fon,"1137426411,72","1066776638,59","-6,21","123901812,00","115161914,00","-7,05","0,91"
IKV,İŞ PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"159334226,93","139993581,35","-12,14","108362131,00","92178570,00","-14,93","3,29"
ILU,İSTANBUL PORTFÖY ONALTINCI SERBEST FON,Serbest Fon,"2138063767,75","2217722582,32","3,73","1588563011,00","1686523355,00","6,17","-2,30"
ILZ,İŞ PORTFÖY TEMKİNLİ FON SEPETİ FONU,Fon Sepeti Fonu,"1017673189,65","1084202033,32","6,54","127811615,00","132258680,00","3,48","2,96"
IMB,İSTANBUL PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"5951254,47","3919516,91","-34,14","4802116,00","3217403,00",-33,"-1,70"
IMF,İSTANBUL PORTFÖY MAESTRO SERBEST FON,Serbest Fon,"366447625,07","378758438,79","3,36","66570045,00","66550045,00","-0,03","3,39"
IML,İŞ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"950124883,06","878744826,49","-7,51","548741247,00","506819830,00","-7,64","0,14"
IOG,İŞ PORTFÖY GÜMÜŞ SERBEST FON,Serbest Fon,"12250132591,41","13913697969,88","13,58","1018290973,00","982713417,00","-3,49","17,69"
IOO,İŞ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"17802190911,12","18118170072,63","1,77","4003500900,00","3939728763,00","-1,59","3,42"
IPB,İSTANBUL PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"1112055779,75","1092043558,61","-1,8","1275697749,57","1202984053,57","-5,7","4,14"
IPG,İŞ PORTFÖY ATAK FON SEPETİ FONU,Fon Sepeti Fonu,"348635932,31","352339939,98","1,06","37103388,00","36663062,00","-1,19","2,28"
IPJ,İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON,Karma Fon,"1324531549,60","1303896457,30","-1,56","69315979,00","65833956,00","-5,02","3,65"
IPV,İŞ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,Borçlanma Araçları Fonu,"2045664774,17","2064327687,05","0,91","26733959,00","26377477,00","-1,33","2,28"
IRB,İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"1256196722,40","1131454789,18","-9,93","985291994,00","858565813,00","-12,86","3,36"
IRF,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"462317814,92","0,00",-100,"64493960,00","0,00",-100,"-100,00"
IRO,İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON,Serbest Fon,"42320930,22","40911739,19","-3,33","20040563,00","19436563,00","-3,01","-0,33"
IRT,INVEO PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Değişken Fon,"127147231,87","128761375,23","1,27","16970475,00","16238957,00","-4,31","5,83"
IRV,İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Fon,"279087461,06","309061642,05","10,74","41555292,00","44261113,00","6,51","3,97"
IRY,INVEO PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"2156319419,86","1834088233,74","-14,94","557728435,00","458232228,00","-17,84","3,52"
IST,İSTANBUL PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"1532983919,61","1337137318,00","-12,78","8150792239,89","6870901597,89","-15,7","3,47"
ITC,INVEO PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"25661408,17","24978481,06","-2,66","21569546,00","21239792,00","-1,53","-1,15"
ITP,İŞ PORTFÖY TEKNOLOJİ KARMA FON,Karma Fon,"1007824955,05","1022968818,25","1,5","79862953,00","78335765,00","-1,91","3,48"
IUF,İŞ PORTFÖY YEDİNCİ SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"21997021547,20","22312415229,28","1,43","332341152,00","322659305,00","-2,91","4,48"
IUH,INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU,Fon Sepeti Fonu,"14076973,78","12701930,46","-9,77","2338317,66","2011786,66","-13,96","4,88"
IUV,İŞ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ)  FON,Serbest Fon,"21381767872,19","21234520305,94","-0,69","325216608,00","315479312,00","-2,99","2,38"
IV8,INVEO PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Fonu,"31692112,46","33015368,81","4,18","14216441,00","14386635,00","1,2","2,94"
IVF,İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"178228592,41","82242025,78","-53,86","27871437,00","12321485,00","-55,79","4,38"
IVY,İSTANBUL PORTFÖY BLOCKCHAIN TEKNOLOJİLERİ DEĞİŞKEN FON,Karma Fon,"733094955,94","705548148,50","-3,76","125651206,00","118535743,00","-5,66","2,02"
IYB,AURA PORTFÖY DEĞİŞKEN FONU,Değişken Fon,"91194922,86","94330932,38","3,44","15253294,00","15857673,00","3,96","-0,50"
IYV,İSTANBUL PORTFÖY AŞİYAN SERBEST FON,Serbest Fon,"199198455,05","188462630,65","-5,39","177806472,00","169587380,00","-4,62","-0,80"
IZB,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ SERBEST FON,Serbest Fon,"102488469,01","100050425,06","-2,38","9741612,00","9162474,00","-5,94","3,79"
IZS,İSTANBUL PORTFÖY ALTINCI SERBEST FON,Serbest Fon,"76834139,56","96668344,73","25,81","8184135,00","9660474,00","18,04","6,59"
JET,ATA PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"521789153,41","553206229,80","6,02","237987772,00","227255175,00","-4,51","11,03"
JUP,AURA PORTFÖY JÜPİTER SERBEST (DÖVİZ) FON,Serbest Fon,"54136543,76","54554855,95","0,77","102616423,00","101625214,00","-0,97","1,76"
KAV,KUVEYT TÜRK PORTFÖY ALTINCI KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"18530454103,62","0,00",-100,"331871841,00","0,00",-100,"-100,00"
KCL,KARE PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Fonu,"13416005,20","0,00",-100,"7768972,00","0,00",-100,"-100,00"
KCR,AK PORTFÖY KÜLÇE ALTIN KATILIM FONU,Katılım Fonu,"51098289,67","64841352,69","26,9","52604957,00","59510352,00","13,13","12,17"
KCV,KUVEYT TÜRK PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Fonu,"2714028422,96","0,00",-100,"536617094,00","0,00",-100,"-100,00"
KDE,KUVEYT TÜRK PORTFÖY DENGELİ KATILIM FONU,Katılım Fonu,"689611193,91","0,00",-100,"402848011,00","0,00",-100,"-100,00"
KDL,KUVEYT TÜRK PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"25484937601,95","0,00",-100,"493332791,00","0,00",-100,"-100,00"
KDO,İŞ PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"906815956,18","1104682940,96","21,82","16509276,00","19365801,00","17,3","3,85"
KDT,GARANTİ PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"3121772330,51","3156983294,43","1,13","58333657,00","57774255,00","-0,96","2,11"
KGM,KUVEYT TÜRK PORTFÖY GÜMÜŞ KATILIM FON SEPETİ FONU,Fon Sepeti Fonu,"2652694177,69","0,00",-100,"1043103304,00","0,00",-100,"-100,00"
KH1,AK PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"89294533,35","93513645,77","4,72","67899964,00","68443883,00","0,8","3,89"
KHA,PARDUS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1701733183,80","5853441263,45","243,97","430938466,00","1312859576,00","204,65","12,91"
KHB,KARE PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"22096466,00","0,00",-100,"13026125,00","0,00",-100,"-100,00"
KHC,PARDUS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"109616212,63","49803615,54","-54,57","50279449,00","22811256,00","-54,63","0,14"
KHJ,ATLAS PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"15574848,58","14664796,73","-5,84","13040688,00","12310405,00","-5,6","-0,26"
KHT,ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"7301118,99","7856753,41","7,61","3079242,00","3126547,00","1,54","5,98"
KIA,TRIVE PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,Değişken Fon,"15738790,05","5964702,15","-62,1","3664008,00","1360729,00","-62,86","2,05"
KIB,TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"10575503,65","10736691,00","1,52","2550691,00","2480612,00","-2,75","4,39"
KIE,TRIVE PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"157591110,00","205716522,90","30,54","35217709,00","44258013,00","25,67","3,87"
KIH,KARE PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Fon,"58012849,27","0,00",-100,"38813606,00","0,00",-100,"-100,00"
KIK,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM FONU,Katılım Fonu,"177956640,30","0,00",-100,"125785075,00","0,00",-100,"-100,00"
KIS,ASTRA PORTFÖY KİRA SERTİFİKASI KATILIM (DÖVİZ) FONU,Katılım Fonu,"90327386,97","91163499,00","0,93","416973871,00","413375085,00","-0,86","1,80"
KKC,KARE PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"113907542,30","0,00",-100,"2042793,00","0,00",-100,"-100,00"
KKH,İŞ PORTFÖY DENGELİ FON SEPETİ FONU,Fon Sepeti Fonu,"543228408,42","533302996,78","-1,83","81485938,00","78171940,00","-4,07","2,33"
KKL,ALLBATROSS PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,Serbest Fon,"3175263373,66","3587998695,85",13,"1322891633,00","1440940285,00","8,92","3,74"
KLH,ATLAS PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"230490072,59","177028567,66","-23,19","76881131,00","62956129,00","-18,11","-6,21"
KLI,AK PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Serbest Fon,"245038443,28","310936008,92","26,89","193227543,00","237198815,00","22,76","3,37"
KLS,ALLBATROSS PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"1012521,98","963570,32","-4,83","24568,00","23181,00","-5,65","0,86"
KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Fonu,"87854140367,98","0,00",-100,"18746060637,00","0,00",-100,"-100,00"
KME,KUVEYT TÜRK PORTFÖY TEMKİNLİ KATILIM FONU,Katılım Fonu,"198733324,54","0,00",-100,"126133414,00","0,00",-100,"-100,00"
KMF,AZİMUT PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"1377753411,12","1479829903,87","7,41","434468496,00","417320821,00","-3,95","11,82"
KMN,YAPI KREDİ PORTFÖY KIYMETLİ MADENLER KATILIM FONU,Altın Ve Diğer Kıymetli Madenler Fonu,"410391150,95","425864421,69","3,77","486840082,00","438869734,00","-9,85","15,11"
KNI,AZİMUT PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Fon,"12926878440,68","17122807402,78","32,46","9704642124,00","12457522904,00","28,37","3,19"
KNJ,KUVEYT TÜRK PORTFÖY ENERJİ KATILIM FONU,Katılım Fonu,"667540545,84","0,00",-100,"349480370,00","0,00",-100,"-100,00"
KOD,YAPI KREDİ PORTFÖY KÜÇÜK ÖLÇEKLİ ŞİRKETLER DEĞİŞKEN FON,Değişken Fon,"56670702,59","57933840,32","2,23","57657031,00","56861167,00","-1,38","3,66"
KOT,AZİMUT PORTFÖY KOÇ TOPLULUĞU ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"248183598,68","163806139,36",-34,"174601134,00","108555993,00","-37,83","6,16"
KP3,KARE PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,Serbest Fon,"14335466,07","0,00",-100,"277482,00","0,00",-100,"-100,00"
KPA,KUVEYT TÜRK PORTFÖY KAR PAYI ÖDEYEN KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"472594450,61","0,00",-100,"276663369,00","0,00",-100,"-100,00"
KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Yoğun,"4486036687,69","0,00",-100,"215431046,00","0,00",-100,"-100,00"
KPD,KUVEYT TÜRK PORTFÖY KAR PAYI ÖDEYEN KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"286191983,73","0,00",-100,"5969270,00","0,00",-100,"-100,00"
KPF,NEO PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"1434212594,55","1048495824,06","-26,89","830240702,00","591843037,00","-28,71","2,55"
KPH,İŞ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"602805775,82","532757776,38","-11,62","473357516,00","422610837,00","-10,72","-1,01"
KPI,İŞ PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Fonu,"3840051693,38","5212290812,18","35,73","2695101294,00","3541299485,00","31,4","3,30"
KPP,KARE PORTFÖY PARA PİYASASI FONU,Para Piyasası Fonu,"437903696,15","0,00",-100,"143106061,00","0,00",-100,"-100,00"
KPU,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"661485252,27","0,00",-100,"164720185,00","0,00",-100,"-100,00"
KRC,KARE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"29235807,03","0,00",-100,"207952320,00","0,00",-100,"-100,00"
KRF,KARE PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"50480432,63","0,00",-100,"2443162,00","0,00",-100,"-100,00"
KRR,İŞ PORTFÖY KARMA FON,Karma Fon,"25788475,98","22193196,39","-13,94","22897965,00","19132712,00","-16,44","2,99"
KRS,KARE PORTFÖY SERBEST (DÖVİZ) FON,Serbest Fon,"1478889770,46","0,00",-100,"2960163656,00","0,00",-100,"-100,00"
KRT,KARE PORTFÖY TÜRKİYE ODAKLI SERBEST (DÖVİZ ) FON,Serbest Fon,"736339818,76","0,00",-100,"10053177,00","0,00",-100,"-100,00"
KSA,HEDEF PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Fon,"12979069028,11","14570936037,99","12,26","3270168263,00","3542211526,00","8,32","3,64"
KSK,AZİMUT PORTFÖY İKİNCİ PARA PİYASASI KATILIM FONU,Katılım Fonu,"8269018505,36","11165639203,89","35,03","2921941974,00","3815358698,38","30,58","3,41"
KSR,KUVEYT TÜRK PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU,Katılım Fonu,"251959922,45","0,00",-100,"51016441,00","0,00",-100,"-100,00"
KST,ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"10944590,58","9589051,42","-12,39","5402593,00","4610212,00","-14,67","2,67"
KSV,KUVEYT TÜRK PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,Serbest Fon,"37749182832,91","0,00",-100,"6784214489,00","0,00",-100,"-100,00"
KTI,AZİMUT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"262230828,78","278144358,52","6,07","126180462,00","126993897,00","0,64","5,39"
KTJ,KUVEYT TÜRK PORTFÖY TEKNOLOJİ KATILIM FONU,Katılım Fonu,"1593708514,23","0,00",-100,"637331463,00","0,00",-100,"-100,00"
KTM,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM (TL) FONU,Katılım Fonu,"669921998,53","0,00",-100,"30605983,00","0,00",-100,"-100,00"
KTN,KUVEYT TÜRK PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,Katılım Fonu,"495126736,39","0,00",-100,"63121859,00","0,00",-100,"-100,00"
KTR,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM SERBEST (TL) FON,Serbest Fon,"23738262930,00","0,00",-100,"2305977133,00","0,00",-100,"-100,00"
KTS,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"133057260,59","0,00",-100,"8927114,00","0,00",-100,"-100,00"
KTT,KUVEYT TÜRK PORTFÖY DÖRDÜNCÜ KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"5073495199,29","0,00",-100,"73311207,00","0,00",-100,"-100,00"
